fold,epoch,loss,val_loss,accuracy,val_accuracy
1,1,1.6263118982315063,1.6085164546966553,0.161849707365036,0.20000000298023224
1,2,1.6095504760742188,1.607749104499817,0.21387283504009247,0.2666666805744171
1,3,1.6098806858062744,1.606141448020935,0.15028901398181915,0.24444444477558136
1,4,1.604286551475525,1.6044838428497314,0.21387283504009247,0.20000000298023224
1,5,1.6028329133987427,1.5991426706314087,0.19075144827365875,0.2666666805744171
1,6,1.5988601446151733,1.5922868251800537,0.23699422180652618,0.2666666805744171
1,7,1.5862953662872314,1.5780704021453857,0.2601155936717987,0.3333333432674408
1,8,1.575230598449707,1.5594654083251953,0.32947975397109985,0.31111112236976624
1,9,1.5631214380264282,1.536597728729248,0.2947976887226105,0.31111112236976624
1,10,1.4943546056747437,1.4828680753707886,0.3988439440727234,0.31111112236976624
1,11,1.427804946899414,1.4212300777435303,0.4046242833137512,0.3777777850627899
1,12,1.408637285232544,1.4105693101882935,0.3641618490219116,0.3333333432674408
1,13,1.3112398386001587,1.2840046882629395,0.4046242833137512,0.4000000059604645
1,14,1.2728300094604492,1.1594258546829224,0.5028901696205139,0.5333333611488342
1,15,1.1513206958770752,1.0888458490371704,0.5433526039123535,0.5777778029441833
1,16,1.059502124786377,1.0076566934585571,0.5838150382041931,0.6000000238418579
1,17,0.9520688652992249,0.9478264451026917,0.6242774724960327,0.5777778029441833
1,18,1.0967507362365723,0.8948784470558167,0.5491329431533813,0.6222222447395325
1,19,0.9038704037666321,0.8619908094406128,0.6011560559272766,0.644444465637207
1,20,0.8857963681221008,0.8911945819854736,0.647398829460144,0.6222222447395325
1,21,0.8892597556114197,1.000190258026123,0.676300585269928,0.5777778029441833
1,22,0.9387934803962708,0.9440933465957642,0.6127167344093323,0.5555555820465088
1,23,0.8783649802207947,0.72578364610672,0.6242774724960327,0.7555555701255798
1,24,0.7507059574127197,0.7015072107315063,0.7052023410797119,0.7555555701255798
1,25,0.6597843766212463,0.7217610478401184,0.7398843765258789,0.7333333492279053
1,26,0.7022992968559265,0.7496801614761353,0.7398843765258789,0.6888889074325562
1,27,0.6650258302688599,0.6435016393661499,0.7514451146125793,0.7777777910232544
1,28,0.6330496072769165,0.5403603315353394,0.7687861323356628,0.8444444537162781
1,29,0.5807429552078247,0.622776210308075,0.8034682273864746,0.800000011920929
1,30,0.5199109315872192,0.5550646185874939,0.8034682273864746,0.800000011920929
1,31,0.5350188612937927,0.4729757606983185,0.8150289058685303,0.8444444537162781
1,32,0.41301488876342773,0.4676345884799957,0.8381502628326416,0.7777777910232544
1,33,0.4368661940097809,0.5330290198326111,0.8323699235916138,0.8222222328186035
1,34,0.43084654211997986,0.5182923078536987,0.8208092451095581,0.800000011920929
1,35,0.3610433042049408,0.5267177820205688,0.8728323578834534,0.8222222328186035
1,36,0.40610450506210327,0.526820719242096,0.8265895843505859,0.800000011920929
1,37,0.33781740069389343,0.37134790420532227,0.884393036365509,0.8666666746139526
1,38,0.33776482939720154,0.39104774594306946,0.8959537744522095,0.8666666746139526
1,39,0.35113629698753357,0.5210812091827393,0.8612716794013977,0.800000011920929
1,40,0.4061661660671234,0.41280898451805115,0.8265895843505859,0.8444444537162781
1,41,0.3603944182395935,0.40349671244621277,0.849711000919342,0.8666666746139526
1,42,0.3122365176677704,0.5009083151817322,0.8901734352111816,0.7777777910232544
1,43,0.3379984200000763,0.38317710161209106,0.9017341136932373,0.8888888955116272
1,44,0.2870505750179291,0.3056950867176056,0.8959537744522095,0.8888888955116272
1,45,0.3184970021247864,0.46974655985832214,0.8959537744522095,0.8222222328186035
1,46,0.33436495065689087,0.4881349205970764,0.8901734352111816,0.8444444537162781
1,47,0.3181937038898468,0.4055054485797882,0.8901734352111816,0.8888888955116272
1,48,0.28267884254455566,0.33140257000923157,0.9075144529342651,0.8888888955116272
1,49,0.25202473998069763,0.40524643659591675,0.9248554706573486,0.8666666746139526
1,50,0.2224765121936798,0.28583845496177673,0.9537572264671326,0.8888888955116272
1,51,0.21187712252140045,0.30153897404670715,0.9479768872261047,0.9111111164093018
1,52,0.21719981729984283,0.29691919684410095,0.9421965479850769,0.9111111164093018
1,53,0.1811039298772812,0.32468703389167786,0.9595375657081604,0.8666666746139526
1,54,0.2035226821899414,0.29182979464530945,0.9364162087440491,0.8888888955116272
1,55,0.23667362332344055,0.32731786370277405,0.9248554706573486,0.8888888955116272
1,56,0.22858989238739014,0.304419606924057,0.9075144529342651,0.8888888955116272
1,57,0.17000633478164673,0.3509427309036255,0.9537572264671326,0.8222222328186035
1,58,0.16965267062187195,0.2719275951385498,0.9479768872261047,0.8888888955116272
1,59,0.1621197611093521,0.39893776178359985,0.9479768872261047,0.8666666746139526
1,60,0.21362759172916412,0.28210851550102234,0.9190751314163208,0.8888888955116272
1,61,0.20108669996261597,0.28405940532684326,0.9364162087440491,0.9111111164093018
1,62,0.1424296796321869,0.33313822746276855,0.9537572264671326,0.8666666746139526
1,63,0.14990253746509552,0.3204030394554138,0.9537572264671326,0.8666666746139526
1,64,0.18091033399105072,0.29777318239212036,0.9248554706573486,0.9111111164093018
1,65,0.1509155035018921,0.3588152527809143,0.9595375657081604,0.8666666746139526
1,66,0.2676231563091278,0.30616432428359985,0.913294792175293,0.8666666746139526
1,67,0.1953316181898117,0.3701778054237366,0.9306358098983765,0.8888888955116272
1,68,0.2070450335741043,0.3958947956562042,0.9190751314163208,0.8888888955116272
1,69,0.2379292994737625,0.3853563070297241,0.9075144529342651,0.8888888955116272
1,70,0.1758180558681488,0.3481713533401489,0.9421965479850769,0.8666666746139526
1,71,0.22870931029319763,0.2874627411365509,0.913294792175293,0.8666666746139526
1,72,0.17879937589168549,0.2983701825141907,0.9364162087440491,0.8666666746139526
1,73,0.15933512151241302,0.28911125659942627,0.9479768872261047,0.8888888955116272
1,74,0.13635319471359253,0.27655842900276184,0.9595375657081604,0.9333333373069763
1,75,0.15586139261722565,0.2650125324726105,0.9595375657081604,0.8666666746139526
1,76,0.12909770011901855,0.29724058508872986,0.9653179049491882,0.9111111164093018
1,77,0.12684908509254456,0.3182797431945801,0.9595375657081604,0.8222222328186035
1,78,0.1426510512828827,0.2693376839160919,0.9421965479850769,0.8666666746139526
1,79,0.08898038417100906,0.28711050748825073,0.9710982441902161,0.9111111164093018
1,80,0.10338583588600159,0.30570799112319946,0.9595375657081604,0.8666666746139526
1,81,0.10472678393125534,0.28573334217071533,0.9710982441902161,0.8888888955116272
1,82,0.12059500813484192,0.29507458209991455,0.9537572264671326,0.9333333373069763
1,83,0.10816512256860733,0.3028154969215393,0.9595375657081604,0.8666666746139526
1,84,0.08028645068407059,0.3037729859352112,0.9768785834312439,0.9111111164093018
1,85,0.07883916050195694,0.3365945518016815,0.9826589822769165,0.8666666746139526
1,86,0.10211008787155151,0.32638469338417053,0.9595375657081604,0.9111111164093018
1,87,0.1229298785328865,0.3542025089263916,0.9479768872261047,0.9111111164093018
1,88,0.10433448106050491,0.36043375730514526,0.9595375657081604,0.8888888955116272
1,89,0.178252711892128,0.560951828956604,0.9306358098983765,0.8222222328186035
1,90,0.1869342178106308,0.37611863017082214,0.9190751314163208,0.8444444537162781
1,91,0.1546514928340912,0.31841668486595154,0.9537572264671326,0.9111111164093018
1,92,0.12302520126104355,0.3566740155220032,0.9537572264671326,0.8666666746139526
1,93,0.11921434104442596,0.272441029548645,0.9537572264671326,0.9111111164093018
1,94,0.11883372813463211,0.30612289905548096,0.9710982441902161,0.9333333373069763
1,95,0.08810887485742569,0.320550799369812,0.9768785834312439,0.9111111164093018
2,1,1.6471796035766602,1.6086233854293823,0.2023121416568756,0.2222222238779068
2,2,1.6062694787979126,1.6088305711746216,0.2196531742811203,0.20000000298023224
2,3,1.6169590950012207,1.6082746982574463,0.16763006150722504,0.2222222238779068
2,4,1.6107090711593628,1.6081427335739136,0.20809248089790344,0.24444444477558136
2,5,1.6084296703338623,1.607155203819275,0.19653178751468658,0.2666666805744171
2,6,1.6080716848373413,1.605855107307434,0.23699422180652618,0.24444444477558136
2,7,1.6085715293884277,1.602853536605835,0.21387283504009247,0.24444444477558136
2,8,1.601725459098816,1.5868079662322998,0.2658959627151489,0.20000000298023224
2,9,1.5791159868240356,1.5349477529525757,0.23699422180652618,0.24444444477558136
2,10,1.5511510372161865,1.4501986503601074,0.24277456104755402,0.35555556416511536
2,11,1.4946403503417969,1.335572361946106,0.323699414730072,0.46666666865348816
2,12,1.4553369283676147,1.2781689167022705,0.2774566411972046,0.4888888895511627
2,13,1.3895962238311768,1.3280752897262573,0.39306357502937317,0.3777777850627899
2,14,1.4319703578948975,1.3379727602005005,0.3583815097808838,0.3777777850627899
2,15,1.4451712369918823,1.4008721113204956,0.323699414730072,0.42222222685813904
2,16,1.4674324989318848,1.2530288696289062,0.32947975397109985,0.5111111402511597
2,17,1.3369827270507812,1.186300277709961,0.39306357502937317,0.5333333611488342
2,18,1.2993496656417847,1.190251111984253,0.45086705684661865,0.4888888895511627
2,19,1.3414052724838257,1.2047587633132935,0.38728323578834534,0.46666666865348816
2,20,1.2976233959197998,1.0884087085723877,0.4046242833137512,0.4444444477558136
2,21,1.1920253038406372,0.9892869591712952,0.5028901696205139,0.6000000238418579
2,22,1.1633365154266357,0.9511654376983643,0.4797687828540802,0.6000000238418579
2,23,1.0968142747879028,0.9695212244987488,0.5491329431533813,0.5111111402511597
2,24,1.1233421564102173,1.0428802967071533,0.5375722646713257,0.4444444477558136
2,25,1.0970993041992188,0.8967025876045227,0.5086705088615417,0.644444465637207
2,26,1.0114727020263672,0.7694249749183655,0.5491329431533813,0.7111111283302307
2,27,0.828877329826355,0.7298144698143005,0.7109826803207397,0.7333333492279053
2,28,0.8211172223091125,0.6826303005218506,0.6589595079421997,0.7555555701255798
2,29,0.9195060729980469,0.614580512046814,0.6127167344093323,0.7333333492279053
2,30,0.8284316658973694,0.662699818611145,0.6300578117370605,0.7111111283302307
2,31,0.8404029607772827,0.685377836227417,0.6589595079421997,0.7555555701255798
2,32,0.767832338809967,0.5206820368766785,0.7167630195617676,0.7777777910232544
2,33,0.651278555393219,0.48717185854911804,0.7745664715766907,0.8222222328186035
2,34,0.6997018456459045,0.535255491733551,0.7514451146125793,0.7777777910232544
2,35,0.6458641886711121,0.5030033588409424,0.763005793094635,0.7777777910232544
2,36,0.5833856463432312,0.43678441643714905,0.7745664715766907,0.8444444537162781
2,37,0.557852566242218,0.40877750515937805,0.7976878881454468,0.8888888955116272
2,38,0.5362050533294678,0.4145871102809906,0.8034682273864746,0.8222222328186035
2,39,0.5135248303413391,0.5763533711433411,0.8323699235916138,0.800000011920929
2,40,0.6295763850212097,0.46206507086753845,0.763005793094635,0.8444444537162781
2,41,0.5238533616065979,0.5591765642166138,0.849711000919342,0.7777777910232544
2,42,0.48242491483688354,0.5243701338768005,0.8208092451095581,0.8444444537162781
2,43,0.47954893112182617,0.3994905352592468,0.8265895843505859,0.8222222328186035
2,44,0.39755839109420776,0.3229772448539734,0.884393036365509,0.8888888955116272
2,45,0.38856232166290283,0.34261682629585266,0.884393036365509,0.8888888955116272
2,46,0.36919885873794556,0.38480982184410095,0.8786126971244812,0.8666666746139526
2,47,0.35386431217193604,0.2668778598308563,0.8959537744522095,0.9111111164093018
2,48,0.43124350905418396,0.6625440120697021,0.8034682273864746,0.7777777910232544
2,49,0.4988465905189514,0.3462553024291992,0.8034682273864746,0.8888888955116272
2,50,0.32078269124031067,0.37536582350730896,0.8901734352111816,0.8666666746139526
2,51,0.46815139055252075,0.40866559743881226,0.8208092451095581,0.8888888955116272
2,52,0.48199722170829773,0.4464143216609955,0.8439306616783142,0.8444444537162781
2,53,0.46941694617271423,0.4098115563392639,0.8323699235916138,0.8222222328186035
2,54,0.42631441354751587,0.5340570211410522,0.8670520186424255,0.7555555701255798
2,55,0.41643044352531433,0.27090984582901,0.8728323578834534,0.9111111164093018
2,56,0.3202369809150696,0.24132473766803741,0.9017341136932373,0.9111111164093018
2,57,0.30657750368118286,0.35842737555503845,0.9248554706573486,0.8666666746139526
2,58,0.3513428568840027,0.4488818645477295,0.8728323578834534,0.8888888955116272
2,59,0.3633122742176056,0.4807325601577759,0.8728323578834534,0.8222222328186035
2,60,0.3612689971923828,0.423681378364563,0.8728323578834534,0.8222222328186035
2,61,0.31977319717407227,0.33141419291496277,0.8901734352111816,0.8888888955116272
2,62,0.3033839166164398,0.20860883593559265,0.913294792175293,0.8888888955116272
2,63,0.21763138473033905,0.22365263104438782,0.9421965479850769,0.8888888955116272
2,64,0.20727629959583282,0.2228136658668518,0.9537572264671326,0.9111111164093018
2,65,0.2204066663980484,0.16318397223949432,0.9190751314163208,0.9555555582046509
2,66,0.31015458703041077,0.43491703271865845,0.8901734352111816,0.8444444537162781
2,67,0.4514334797859192,0.42418017983436584,0.8439306616783142,0.8444444537162781
2,68,0.35828882455825806,0.7138738036155701,0.8728323578834534,0.7555555701255798
2,69,0.4308842122554779,0.3260539174079895,0.8439306616783142,0.9111111164093018
2,70,0.36410197615623474,0.22118136286735535,0.8786126971244812,0.9333333373069763
2,71,0.283112108707428,0.23036551475524902,0.913294792175293,0.8888888955116272
2,72,0.20810069143772125,0.1688198745250702,0.9537572264671326,0.9555555582046509
2,73,0.1682155877351761,0.24060654640197754,0.9595375657081604,0.9111111164093018
2,74,0.200597882270813,0.3062025308609009,0.9248554706573486,0.8888888955116272
2,75,0.17734728753566742,0.18785355985164642,0.9306358098983765,0.8888888955116272
2,76,0.1944751888513565,0.19764603674411774,0.9364162087440491,0.9333333373069763
2,77,0.18124517798423767,0.1979067325592041,0.9421965479850769,0.9111111164093018
2,78,0.19741927087306976,0.30958282947540283,0.9421965479850769,0.8666666746139526
2,79,0.22257457673549652,0.2992786467075348,0.9190751314163208,0.8444444537162781
2,80,0.2321780025959015,0.2649855613708496,0.9075144529342651,0.9111111164093018
2,81,0.15286485850811005,0.1720743030309677,0.9595375657081604,0.9333333373069763
2,82,0.14929507672786713,0.18470396101474762,0.9537572264671326,0.9111111164093018
2,83,0.17540360987186432,0.2593688666820526,0.9479768872261047,0.8666666746139526
2,84,0.24387192726135254,0.21583063900470734,0.9190751314163208,0.9333333373069763
2,85,0.14445041120052338,0.2602532207965851,0.9595375657081604,0.8888888955116272
3,1,1.6232142448425293,1.6101659536361694,0.19075144827365875,0.20000000298023224
3,2,1.605360984802246,1.608028531074524,0.24855491518974304,0.24444444477558136
3,3,1.608472228050232,1.6064985990524292,0.22543352842330933,0.20000000298023224
3,4,1.6077803373336792,1.6046926975250244,0.22543352842330933,0.20000000298023224
3,5,1.6036465167999268,1.5999377965927124,0.21387283504009247,0.20000000298023224
3,6,1.60019850730896,1.5957586765289307,0.2774566411972046,0.2666666805744171
3,7,1.595093846321106,1.5706980228424072,0.24277456104755402,0.20000000298023224
3,8,1.5655055046081543,1.5617133378982544,0.2658959627151489,0.24444444477558136
3,9,1.5363215208053589,1.5502756834030151,0.2832369804382324,0.20000000298023224
3,10,1.5212774276733398,1.4276821613311768,0.2774566411972046,0.46666666865348816
3,11,1.398781418800354,1.4460917711257935,0.3815028965473175,0.35555556416511536
3,12,1.365440011024475,1.1811707019805908,0.3757225573062897,0.6666666865348816
3,13,1.2306982278823853,1.1359719038009644,0.42774567008018494,0.5333333611488342
3,14,1.0673309564590454,1.01090407371521,0.5086705088615417,0.4888888895511627
3,15,1.0605775117874146,1.0030112266540527,0.5317919254302979,0.5555555820465088
3,16,1.0572999715805054,0.9738574624061584,0.5144508481025696,0.5777778029441833
3,17,0.8679715394973755,0.8782848715782166,0.6936416029930115,0.6222222447395325
3,18,0.7966775298118591,0.8343429565429688,0.6820809245109558,0.6888889074325562
3,19,0.7369211912155151,0.8142685890197754,0.6994219422340393,0.6888889074325562
3,20,0.7646081447601318,0.661965548992157,0.6878612637519836,0.800000011920929
3,21,0.648746907711029,0.6991830468177795,0.7283236980438232,0.7333333492279053
3,22,0.5888439416885376,0.622330904006958,0.7919074892997742,0.8222222328186035
3,23,0.5297691226005554,0.7239640355110168,0.7745664715766907,0.7777777910232544
3,24,0.5475627779960632,0.5620893836021423,0.7861271500587463,0.8666666746139526
3,25,0.5151451230049133,0.5559258460998535,0.8034682273864746,0.8222222328186035
3,26,0.566633403301239,0.5683600306510925,0.8150289058685303,0.8222222328186035
3,27,0.527031421661377,0.7486969232559204,0.8265895843505859,0.7111111283302307
3,28,0.4700543284416199,1.1330196857452393,0.8150289058685303,0.5777778029441833
3,29,0.5983928442001343,0.7358834743499756,0.763005793094635,0.7111111283302307
3,30,0.5118832588195801,1.0148611068725586,0.8034682273864746,0.5777778029441833
3,31,0.5869618058204651,1.126758098602295,0.7919074892997742,0.6000000238418579
3,32,0.767102837562561,0.7403339147567749,0.6589595079421997,0.7111111283302307
3,33,0.6616352796554565,0.5216355323791504,0.7167630195617676,0.8888888955116272
3,34,0.43093448877334595,0.5715577602386475,0.8670520186424255,0.800000011920929
3,35,0.3779703974723816,0.5599591732025146,0.8901734352111816,0.8222222328186035
3,36,0.352626234292984,0.7335477471351624,0.8670520186424255,0.7555555701255798
3,37,0.42521774768829346,0.6081990599632263,0.849711000919342,0.800000011920929
3,38,0.3159565031528473,0.5180128216743469,0.9017341136932373,0.8222222328186035
3,39,0.3304840624332428,0.4989803433418274,0.8728323578834534,0.8444444537162781
3,40,0.2873450517654419,0.5007569193840027,0.9075144529342651,0.8666666746139526
3,41,0.2250109612941742,0.43688634037971497,0.913294792175293,0.8888888955116272
3,42,0.23440814018249512,0.46131303906440735,0.9190751314163208,0.9111111164093018
3,43,0.21412669122219086,0.5096976161003113,0.9364162087440491,0.8222222328186035
3,44,0.19225291907787323,0.49382102489471436,0.9421965479850769,0.8444444537162781
3,45,0.20085667073726654,0.5901299118995667,0.9306358098983765,0.800000011920929
3,46,0.22364923357963562,0.5976630449295044,0.9248554706573486,0.7333333492279053
3,47,0.2731456756591797,0.47712936997413635,0.8786126971244812,0.8444444537162781
3,48,0.2155650109052658,0.4181746542453766,0.9075144529342651,0.9111111164093018
3,49,0.1765802800655365,0.413729190826416,0.9479768872261047,0.9333333373069763
3,50,0.13826608657836914,0.40635794401168823,0.9595375657081604,0.9111111164093018
3,51,0.15707848966121674,0.57513827085495,0.9479768872261047,0.8444444537162781
3,52,0.21765698492527008,0.9057701230049133,0.913294792175293,0.800000011920929
